chromosome,start,end,gene,depth,log2,weight,log2c_auto,cell_line,gene_symbol,target_bin_width,gene_overlap_bp,normal_n,normal_min_depth,normal_median_depth,normal_max_depth
chr19,29821707,29821829,chr19:30312615-30312736,81.7869,-0.0336518,0.900344,-0.1810610154150198,TOV3121D,CCNE1,122,122,5,109.623,140.541,154.148
chr19,29821940,29822182,chr19:30312848-30313089,76.5868,0.261411,0.94437,0.1140017845849802,TOV3121D,CCNE1,242,242,5,44.6488,77.3058,114.091
chr19,29822229,29822361,chr19:30313137-30313268,170.242,0.0678555,0.592122,-0.0795537154150198,TOV3121D,CCNE1,132,132,5,176.174,269.045,421.75
chr19,29822402,29822644,chr19:30313310-30313551,147.959,0.523745,0.777343,0.3763357845849802,TOV3121D,CCNE1,242,242,5,25.8802,61.7975,164.149
chr11,69643789,69644031,chr11:69458558-69458799,75.0289,1.39621,0.730541,1.2488007845849802,TOV3121D,CCND1,242,242,5,0.0,0.834711,2.02479
chr11,69647945,69648187,chr11:69462714-69462955,37.2893,0.222061,0.882646,0.0746517845849802,TOV3121D,CCND1,242,242,5,0.702479,1.2562,4.41736
chr11,69652140,69652348,chr11:69466909-69467116,97.0048,1.46482,0.512937,1.3174107845849805,TOV3121D,CCND1,208,208,5,33.5433,56.1875,77.1394
chr17,39708275,39708547,chr17:37864529-37864800,72.0294,0.780809,0.704366,0.6333997845849801,TOV3121D,ERBB2,272,272,5,0.0,0.606618,6.60294
chr17,39709232,39709504,chr17:37865486-37865757,50.8309,-0.0489884,0.698745,-0.1963976154150198,TOV3121D,ERBB2,272,272,5,2.16544,5.38971,36.9375
chr17,39709784,39709906,chr17:37866038-37866159,5.02459,-3.04524,0.141335,-3.19264921541502,TOV3121D,ERBB2,122,122,5,0.0,0.622951,8.81967
chr17,39711835,39712058,chr17:37868089-37868757,42.3408,-0.373191,0.684327,-0.5206002154150198,TOV3121D,ERBB2,223,223,5,4.38565,5.25561,60.0852
chr17,39712281,39712504,chr17:37868089-37868757,33.9552,-0.456492,0.810692,-0.6039012154150198,TOV3121D,ERBB2,223,223,5,0.0,3.49327,27.5874
chr17,39715230,39715382,chr17:37871484-37871635,22.1447,-1.14032,0.366117,-1.2877292154150195,TOV3121D,ERBB2,152,152,5,0.0,1.40789,7.72368
chr17,39717247,39717519,chr17:37873501-37873772,35.9816,0.531423,0.638388,0.3840137845849801,TOV3121D,ERBB2,272,272,5,0.286765,0.996324,3.875
chr17,39719718,39719870,chr17:37875972-37876123,30.9671,-1.44745,0.259653,-1.5948592154150196,TOV3121D,ERBB2,152,152,5,3.30263,5.05263,77.0461
chr17,39723868,39724020,chr17:37880122-37880273,79.1382,0.990432,0.508642,0.8430227845849801,TOV3121D,ERBB2,152,152,5,6.07237,18.8158,85.5987
chr17,39724696,39724938,chr17:37880950-37881191,30.0496,-0.872904,0.0999494,-1.0203132154150198,TOV3121D,ERBB2,242,242,5,2.05785,5.22314,15.0289
chr17,39725004,39725246,chr17:37881258-37881499,32.1446,0.074489,0.724918,-0.0729202154150198,TOV3121D,ERBB2,242,242,5,1.1281,2.57438,7.86777
chr17,39727238,39727600,chr17:37883492-37883853,42.0331,-0.0758776,0.80589,-0.2232868154150198,TOV3121D,ERBB2,362,362,5,0.0,0.544199,0.709945
chr19,40232303,40232404,chr19:40738211-40738311,177.079,1.82922,0.847449,1.6818107845849803,TOV3121D,AKT2,101,101,5,9.20792,12.2079,65.7129
chr19,40234870,40235157,chr19:40740778-40741064,73.2857,0.785915,0.580404,0.6385057845849802,TOV3121D,AKT2,287,287,5,0.379791,1.87456,4.31707
chr19,40236198,40236440,chr19:40742106-40742347,86.1116,1.22591,0.763094,1.0785007845849803,TOV3121D,AKT2,242,242,5,1.59504,2.15702,11.5785
chr19,40255146,40255279,chr19:40761054-40761186,38.9549,0.823031,0.124067,0.6756217845849801,TOV3121D,AKT2,133,133,5,0.661654,1.21805,7.56391
chr19,40256867,40257109,chr19:40762775-40763016,89.562,1.02717,0.332286,0.8797607845849801,TOV3121D,AKT2,242,242,5,2.17355,10.4421,62.062
chr19,40282516,40282666,chr19:40788424-40788573,22.62,0.479962,0.218316,0.3325527845849801,TOV3121D,AKT2,150,150,5,1.88667,4.46,31.46
chr17,31147562,31147664,chr17:29474581-29474682,70.9706,-1.64558,0.842811,-1.7929892154150198,TOV3121D,NF1,102,102,5,297.667,532.225,640.539
chr17,31155932,31156174,chr17:29482951-29483192,0.0,-26.659,0.927459,-26.80640921541502,TOV3121D,NF1,242,242,5,80.0661,174.165,271.231
chr17,31158959,31159111,chr17:29485978-29486129,0.0,-26.3586,0.896095,-26.50600921541502,TOV3121D,NF1,152,152,5,52.7566,124.039,183.901
chr17,31163158,31163400,chr17:29490177-29490418,0.0,-25.8953,0.831152,-26.04270921541502,TOV3121D,NF1,242,242,5,56.9959,92.3306,139.719
chr17,31169880,31170007,chr17:29496899-29497025,0.0,-26.4709,0.869454,-26.61830921541502,TOV3121D,NF1,127,127,5,96.7717,133.378,166.843
chr17,31181393,31181515,chr17:29508412-29508533,0.0,-27.5585,0.806864,-27.70590921541502,TOV3121D,NF1,122,122,5,151.18,335.475,478.926
chr17,31181685,31181807,chr17:29508704-29508825,0.0,-27.0774,0.865149,-27.22480921541502,TOV3121D,NF1,122,122,5,126.533,245.713,373.377
chr17,31182464,31182706,chr17:29509483-29509724,0.0,-26.6633,0.933727,-26.81070921541502,TOV3121D,NF1,242,242,5,103.926,220.446,238.074
chr17,31200386,31200628,chr17:29527405-29527646,0.0,-27.0565,0.933185,-27.20390921541502,TOV3121D,NF1,242,242,5,152.979,271.438,328.351
chr17,31200945,31201217,chr17:29527964-29528235,0.0,-27.697,0.931965,-27.84440921541502,TOV3121D,NF1,272,272,5,260.254,384.257,432.504
chr17,31201385,31201507,chr17:29528404-29528525,0.442623,-6.03918,0.897454,-6.18658921541502,TOV3121D,NF1,122,122,5,30.5164,53.2295,70.2131
chr17,31206183,31206425,chr17:29533202-29533443,0.0,-26.7788,0.923991,-26.92620921541502,TOV3121D,NF1,242,242,5,157.277,230.533,248.099
chr17,31214395,31214637,chr17:29541414-29541655,0.272727,-9.75831,0.778994,-9.90571921541502,TOV3121D,NF1,242,242,5,195.921,445.198,650.0
chr17,31218994,31219133,chr17:29546013-29546151,0.0,-27.2169,0.505013,-27.36430921541502,TOV3121D,NF1,139,139,5,57.0288,112.849,172.612
chr17,31223353,31223625,chr17:29550372-29550643,0.683824,-7.3133,0.910912,-7.46070921541502,TOV3121D,NF1,272,272,5,73.8897,205.577,291.897
chr17,31225050,31225292,chr17:29552069-29552310,0.264463,-7.87126,0.864057,-8.01866921541502,TOV3121D,NF1,242,242,5,64.8926,140.715,154.397
chr17,31226377,31226739,chr17:29553396-29553757,0.0,-25.3213,0.955319,-25.46870921541502,TOV3121D,NF1,362,362,5,25.4972,29.3619,71.1989
chr17,31227472,31227624,chr17:29554491-29554642,0.0,-28.745,0.405398,-28.89240921541502,TOV3121D,NF1,152,152,5,523.553,1073.38,1525.51
chr17,31228972,31229228,chr17:29555991-29556502,0.0,-26.0743,0.867712,-26.22170921541502,TOV3121D,NF1,256,256,5,49.9688,76.0273,99.5
chr17,31229228,31229484,chr17:29555991-29556502,0.0,-27.6346,0.935454,-27.78200921541502,TOV3121D,NF1,256,256,5,242.711,392.914,459.918
chr17,31229752,31230024,chr17:29556771-29557042,0.0,-27.2232,0.938736,-27.37060921541502,TOV3121D,NF1,272,272,5,185.717,300.026,338.89
chr17,31230198,31230440,chr17:29557217-29557458,2.63636,-6.49614,0.936929,-6.643549215415019,TOV3121D,NF1,242,242,5,218.868,399.174,579.876
chr17,31230821,31230943,chr17:29557840-29557961,12.082,-5.97775,0.903455,-6.12515921541502,TOV3121D,NF1,122,122,5,768.557,1578.57,1985.34
chr17,31232062,31232250,chr17:29559081-29559268,1.20745,-6.25509,0.870862,-6.40249921541502,TOV3121D,NF1,188,188,5,136.559,167.782,206.84
chr17,31232668,31232910,chr17:29559687-29559928,0.0909091,-9.29482,0.579929,-9.44222921541502,TOV3121D,NF1,242,242,5,63.6694,69.1364,158.802
chr17,31232985,31233227,chr17:29560004-29560245,0.0,-27.0403,0.793203,-27.18770921541502,TOV3121D,NF1,242,242,5,155.227,217.169,245.959
chr17,31235569,31235811,chr17:29562588-29562829,0.0,-26.9698,0.923831,-27.11720921541502,TOV3121D,NF1,242,242,5,157.368,251.876,264.14
chr17,31235907,31236031,chr17:29562926-29563049,0.0,-27.0641,0.861025,-27.21150921541502,TOV3121D,NF1,124,124,5,158.121,251.202,355.718
chr17,31248929,31249171,chr17:29575948-29576189,0.0,-26.2169,0.894314,-26.36430921541502,TOV3121D,NF1,242,242,5,69.876,146.128,156.554
chr17,31249916,31250018,chr17:29576935-29577036,0.0,-26.3091,0.728552,-26.45650921541502,TOV3121D,NF1,102,102,5,79.4314,148.49,199.961
chr17,31252906,31253028,chr17:29579925-29580046,0.0,-25.6982,0.778808,-25.84560921541502,TOV3121D,NF1,122,122,5,43.0082,89.6803,135.623
chr17,31258300,31258542,chr17:29585319-29585560,0.524793,-7.90322,0.861798,-8.05062921541502,TOV3121D,NF1,242,242,5,167.636,286.988,356.826
chr17,31259018,31259140,chr17:29586037-29586158,0.0,-26.3645,0.927868,-26.51190921541502,TOV3121D,NF1,122,122,5,83.7377,165.795,207.164
chr17,31260319,31260561,chr17:29587338-29587579,0.413223,-8.36488,0.840211,-8.51228921541502,TOV3121D,NF1,242,242,5,148.616,299.942,372.831
chr17,31261661,31261903,chr17:29588680-29588921,0.0,-26.896,0.866393,-27.04340921541502,TOV3121D,NF1,242,242,5,190.021,242.31,322.103
chr17,31265218,31265349,chr17:29592237-29592367,0.0,-27.4321,0.804036,-27.57950921541502,TOV3121D,NF1,131,131,5,179.947,313.992,528.069
chr17,31294947,31295235,chr17:29621966-29623407,0.0,-26.7079,0.829379,-26.85530921541502,TOV3121D,NF1,288,288,5,129.615,188.194,243.392
chr17,31295235,31295523,chr17:29621966-29623407,0.694444,-7.80911,0.808965,-7.95651921541502,TOV3121D,NF1,288,288,5,204.576,299.396,312.427
chr17,31295523,31295812,chr17:29621966-29623407,0.0,-27.7193,0.95155,-27.86670921541502,TOV3121D,NF1,289,289,5,224.332,432.692,515.498
chr17,31295812,31296100,chr17:29621966-29623407,0.0,-26.102,0.862032,-26.24940921541502,TOV3121D,NF1,288,288,5,62.1806,133.323,154.149
chr17,31296100,31296389,chr17:29621966-29623407,0.0,-26.3264,0.946785,-26.47380921541502,TOV3121D,NF1,289,289,5,91.045,173.263,183.927
chr17,31304213,31304501,chr17:29631232-29632673,0.0,-26.4549,0.925003,-26.60230921541502,TOV3121D,NF1,288,288,5,124.743,171.812,194.816
chr17,31304501,31304789,chr17:29631232-29632673,0.0,-26.754,0.898016,-26.901409215415025,TOV3121D,NF1,288,288,5,146.944,220.306,280.847
chr17,31304789,31305078,chr17:29631232-29632673,0.0,-26.8086,0.922464,-26.95600921541502,TOV3121D,NF1,289,289,5,126.592,216.028,279.522
chr17,31305078,31305366,chr17:29631232-29632673,0.0,-27.5047,0.608438,-27.65210921541502,TOV3121D,NF1,288,288,5,224.062,324.983,508.771
chr17,31305366,31305655,chr17:29631232-29632673,0.145329,-10.052,0.851477,-10.19940921541502,TOV3121D,NF1,289,289,5,206.965,314.654,324.356
chr17,31318240,31318520,chr17:29645259-29646100,0.0,-26.2839,0.951166,-26.43130921541502,TOV3121D,NF1,280,280,5,83.3071,119.311,151.975
chr17,31318520,31318801,chr17:29645259-29646100,0.0,-26.7604,0.91676,-26.90780921541502,TOV3121D,NF1,281,281,5,94.4021,234.52,262.37
chr17,31318801,31319082,chr17:29645259-29646100,0.0,-26.9474,0.844659,-27.09480921541502,TOV3121D,NF1,281,281,5,121.068,290.886,333.235
chr17,31320350,31320489,chr17:29647369-29647507,0.0,-25.5475,0.818132,-25.69490921541502,TOV3121D,NF1,139,139,5,53.1295,80.1007,110.432
chr17,31325793,31326034,chr17:29652812-29653293,0.302905,-7.65927,0.757292,-7.80667921541502,TOV3121D,NF1,241,241,5,83.8755,97.6722,137.51
chr17,31326034,31326275,chr17:29652812-29653293,0.0,-25.5055,0.767189,-25.652909215415026,TOV3121D,NF1,241,241,5,18.3402,47.3402,97.1701
chr17,31327486,31327849,chr17:29654505-29654867,0.0,-25.8362,0.917979,-25.983609215415026,TOV3121D,NF1,363,363,5,40.7769,52.4545,79.0
chr17,31330274,31330516,chr17:29657293-29657534,0.826446,-6.21347,0.94302,-6.36087921541502,TOV3121D,NF1,242,242,5,72.3182,126.86,143.132
chr17,31334812,31335054,chr17:29661831-29662072,0.0,-26.6082,0.896074,-26.75560921541502,TOV3121D,NF1,242,242,5,120.045,160.628,245.355
chr17,31336288,31336522,chr17:29663307-29663540,0.0,-26.4458,0.923146,-26.59320921541502,TOV3121D,NF1,234,234,5,91.5385,153.705,202.175
chr17,31336624,31336954,chr17:29663643-29663972,0.49697,-7.50081,0.926938,-7.64821921541502,TOV3121D,NF1,330,330,5,117.079,192.615,205.494
chr17,31337352,31337594,chr17:29664371-29664612,0.0,-26.3314,0.920866,-26.47880921541502,TOV3121D,NF1,242,242,5,76.8058,137.194,159.921
chr17,31337787,31337909,chr17:29664806-29664927,0.0,-26.1665,0.892242,-26.31390921541502,TOV3121D,NF1,122,122,5,68.1885,133.566,157.484
chr17,31337981,31338201,chr17:29665000-29665219,0.536364,-7.94102,0.936558,-8.08842921541502,TOV3121D,NF1,220,220,5,200.923,238.691,283.541
chr17,31338692,31338815,chr17:29665711-29665833,0.593496,-6.81301,0.758138,-6.96041921541502,TOV3121D,NF1,123,123,5,39.4553,110.561,149.423
chr17,31340452,31340694,chr17:29667471-29667712,0.0,-26.2393,0.789277,-26.38670921541502,TOV3121D,NF1,242,242,5,68.2066,138.066,176.57
chr17,31342919,31343191,chr17:29669938-29670209,0.0,-25.6385,0.789999,-25.78590921541502,TOV3121D,NF1,272,272,5,34.7463,92.0294,122.827
chr17,31344217,31344319,chr17:29671236-29671337,0.0,-27.3309,0.309678,-27.47830921541502,TOV3121D,NF1,102,102,5,163.598,211.529,303.745
chr17,31345836,31345957,chr17:29672855-29672975,90.3471,-1.00323,0.340944,-1.1506392154150198,TOV3121D,NF1,121,121,5,122.488,304.322,624.719
chr17,31346070,31346252,chr17:29673089-29673270,112.918,-1.05999,0.924703,-1.2073992154150197,TOV3121D,NF1,182,182,5,190.132,335.022,501.044
chr17,31348932,31349033,chr17:29675951-29676051,0.0,-26.3657,0.849963,-26.51310921541502,TOV3121D,NF1,101,101,5,56.0099,129.96,181.079
chr17,31349109,31349305,chr17:29676128-29676323,0.0,-26.3317,0.905855,-26.479109215415026,TOV3121D,NF1,196,196,5,70.1735,148.02,190.842
chr17,31350128,31350370,chr17:29677147-29677388,0.0,-26.5844,0.936695,-26.73180921541502,TOV3121D,NF1,242,242,5,104.938,190.202,224.236
chr17,31352213,31352436,chr17:29679232-29679454,0.636771,-5.38411,0.836965,-5.5315192154150195,TOV3121D,NF1,223,223,5,20.3857,37.2601,50.991
chr17,31356398,31356640,chr17:29683417-29683658,0.0,-26.4869,0.924171,-26.63430921541502,TOV3121D,NF1,242,242,5,96.3967,158.793,270.541
chr17,31356902,31357144,chr17:29683921-29684162,0.301653,-8.08757,0.909577,-8.23497921541502,TOV3121D,NF1,242,242,5,113.103,144.719,159.682
chr17,31357256,31357379,chr17:29684275-29684397,0.552846,-7.76745,0.842901,-7.91485921541502,TOV3121D,NF1,123,123,5,132.48,267.049,285.52
chr17,31358428,31358670,chr17:29685447-29685688,0.0,-26.9309,0.894837,-27.078309215415025,TOV3121D,NF1,242,242,5,140.702,213.752,269.293
chr17,31358899,31359051,chr17:29685918-29686069,0.0,-26.1187,0.806116,-26.26610921541502,TOV3121D,NF1,152,152,5,64.6711,96.4211,104.263
chr17,31360472,31360714,chr17:29687491-29687732,0.0,-26.8386,0.822291,-26.98600921541502,TOV3121D,NF1,242,242,5,142.748,181.244,222.855
chr17,31367189,31367311,chr17:29694208-29694329,0.0,-25.8988,0.79939,-26.046209215415026,TOV3121D,NF1,122,122,5,88.0,92.1885,124.221
chr17,31373961,31374218,chr17:29700980-29701493,88.8599,0.427817,0.943496,0.2804077845849801,TOV3121D,NF1,257,257,5,47.0272,60.5019,118.914
chr17,31374218,31374475,chr17:29700980-29701493,63.0233,0.0685064,0.870312,-0.0789028154150198,TOV3121D,NF1,257,257,5,89.6148,96.1245,128.712
chr17,31374646,31374748,chr17:29701665-29701766,166.127,-0.0278883,0.278326,-0.1752975154150198,TOV3121D,NF1,102,102,5,195.686,239.382,280.794
chr17,31375020,31375122,chr17:29702039-29702140,281.549,1.53671,0.617118,1.3893007845849803,TOV3121D,NF1,102,102,5,109.245,241.353,291.127
chr17,31375302,31375404,chr17:29702321-29702422,134.314,0.379656,0.725201,0.2322467845849802,TOV3121D,NF1,102,102,5,68.3137,210.657,356.618
chr17,31375541,31375643,chr17:29702560-29702661,192.647,0.540154,0.908357,0.3927447845849802,TOV3121D,NF1,102,102,5,99.049,202.637,259.98
chr17,31377078,31377179,chr17:29704097-29704197,62.5545,0.388097,0.729099,0.2406877845849802,TOV3121D,NF1,101,101,5,43.6634,91.4455,132.485
chr17,31377370,31377566,chr17:29704389-29704584,47.2959,-0.338471,0.895884,-0.4858802154150198,TOV3121D,NF1,196,196,5,62.1633,104.48,138.383
chr17,31377605,31377707,chr17:29704624-29704725,38.1569,-1.08718,0.889864,-1.2345892154150198,TOV3121D,NF1,102,102,5,85.9412,151.176,164.716
chr17,31381785,31381975,chr17:29708804-29708993,58.4895,0.489498,0.738164,0.3420887845849801,TOV3121D,NF1,190,190,5,41.6632,54.7579,98.8579
chr9,21967451,21967752,chr9:21967150-21967751,32.515,-0.644289,0.873276,-0.7916982154150198,TOV3121D,CDKN2A,301,301,5,48.7076,97.0997,118.535
chr9,21968143,21968295,chr9:21968143-21968294,79.4474,0.649008,0.92095,0.5015987845849802,TOV3121D,CDKN2A,152,152,5,4.55921,9.89474,59.4868
chr9,21968696,21968798,chr9:21968696-21968797,35.5686,1.99556,0.209462,1.8481507845849805,TOV3121D,CDKN2A,102,102,5,5.51961,9.5098,27.8922
chr9,21974439,21974739,chr9:21974439-21975039,57.2733,-0.903001,0.261902,-1.05041021541502,TOV3121D,CDKN2A,300,300,5,1.22667,2.89333,22.39
chr19,29817087,29817329,chr19:30307995-30308236,120.897,0.898696,0.904886,0.9179189639426212,TOV3121EP,CCNE1,242,242,5,10.9711,25.4339,80.4008
chr19,29817351,29817593,chr19:30308259-30308500,165.326,1.06372,0.901914,1.0829429639426211,TOV3121EP,CCNE1,242,242,5,76.9504,137.343,152.207
chr19,29820622,29820894,chr19:30311530-30311801,150.996,0.692246,0.881854,0.7114689639426212,TOV3121EP,CCNE1,272,272,5,91.9485,139.25,169.717
chr19,29821707,29821829,chr19:30312615-30312736,123.508,0.48626,0.89705,0.5054829639426212,TOV3121EP,CCNE1,122,122,5,109.623,140.541,154.148
chr19,29821940,29822182,chr19:30312848-30313089,85.2479,0.348036,0.942031,0.3672589639426211,TOV3121EP,CCNE1,242,242,5,44.6488,77.3058,114.091
chr19,29822229,29822361,chr19:30313137-30313268,195.106,0.209304,0.588955,0.2285269639426211,TOV3121EP,CCNE1,132,132,5,176.174,269.045,421.75
chr19,29822402,29822644,chr19:30313310-30313551,171.508,0.710017,0.775004,0.7292399639426211,TOV3121EP,CCNE1,242,242,5,25.8802,61.7975,164.149
chr11,69643789,69644031,chr11:69458558-69458799,54.1033,0.920841,0.728203,0.9400639639426212,TOV3121EP,CCND1,242,242,5,0.0,0.834711,2.02479
chr11,69647945,69648187,chr11:69462714-69462955,28.9711,-0.155945,0.880307,-0.1367220360573789,TOV3121EP,CCND1,242,242,5,0.702479,1.2562,4.41736
chr11,69652140,69652348,chr11:69466909-69467116,82.4567,1.11987,0.510414,1.139092963942621,TOV3121EP,CCND1,208,208,5,33.5433,56.1875,77.1394
chr17,39708275,39708547,chr17:37864529-37864800,46.1581,0.0868977,0.70216,0.1061206639426211,TOV3121EP,ERBB2,272,272,5,0.0,0.606618,6.60294
chr17,39709232,39709504,chr17:37865486-37865757,42.8824,-0.295101,0.696539,-0.2758780360573789,TOV3121EP,ERBB2,272,272,5,2.16544,5.38971,36.9375
chr17,39709784,39709906,chr17:37866038-37866159,7.13934,-2.57556,0.138041,-2.556337036057379,TOV3121EP,ERBB2,122,122,5,0.0,0.622951,8.81967
chr17,39711835,39712058,chr17:37868089-37868757,41.0673,-0.496246,0.681891,-0.4770230360573789,TOV3121EP,ERBB2,223,223,5,4.38565,5.25561,60.0852
chr17,39712281,39712504,chr17:37868089-37868757,28.991,-0.711805,0.808256,-0.6925820360573789,TOV3121EP,ERBB2,223,223,5,0.0,3.49327,27.5874
chr17,39715230,39715382,chr17:37871484-37871635,25.7303,-0.916108,0.363166,-0.8968850360573789,TOV3121EP,ERBB2,152,152,5,0.0,1.40789,7.72368
chr17,39717247,39717519,chr17:37873501-37873772,32.7426,0.344847,0.636182,0.3640699639426211,TOV3121EP,ERBB2,272,272,5,0.286765,0.996324,3.875
chr17,39719718,39719870,chr17:37875972-37876123,26.1316,-1.70332,0.256702,-1.6840970360573788,TOV3121EP,ERBB2,152,152,5,3.30263,5.05263,77.0461
chr17,39723868,39724020,chr17:37880122-37880273,83.8355,1.03615,0.505691,1.055372963942621,TOV3121EP,ERBB2,152,152,5,6.07237,18.8158,85.5987
chr17,39724696,39724938,chr17:37880950-37881191,20.8678,-1.40187,0.0976105,-1.3826470360573788,TOV3121EP,ERBB2,242,242,5,2.05785,5.22314,15.0289
chr17,39725004,39725246,chr17:37881258-37881499,32.4298,0.0809363,0.72258,0.1001592639426211,TOV3121EP,ERBB2,242,242,5,1.1281,2.57438,7.86777
chr17,39727238,39727600,chr17:37883492-37883853,28.7265,-0.688428,0.803977,-0.6692050360573789,TOV3121EP,ERBB2,362,362,5,0.0,0.544199,0.709945
chr19,40232303,40232404,chr19:40738211-40738311,219.158,2.06537,0.843829,2.084592963942621,TOV3121EP,AKT2,101,101,5,9.20792,12.2079,65.7129
chr19,40234870,40235157,chr19:40740778-40741064,80.5923,0.908851,0.578257,0.9280739639426212,TOV3121EP,AKT2,287,287,5,0.379791,1.87456,4.31707
chr19,40236198,40236440,chr19:40742106-40742347,100.467,1.41021,0.760755,1.429432963942621,TOV3121EP,AKT2,242,242,5,1.59504,2.15702,11.5785
chr19,40255146,40255279,chr19:40761054-40761186,46.7594,1.09387,0.120913,1.113092963942621,TOV3121EP,AKT2,133,133,5,0.661654,1.21805,7.56391
chr19,40256867,40257109,chr19:40762775-40763016,99.5579,1.07788,0.329947,1.097102963942621,TOV3121EP,AKT2,242,242,5,2.17355,10.4421,62.062
chr19,40282516,40282666,chr19:40788424-40788573,25.5267,0.605291,0.215345,0.6245139639426212,TOV3121EP,AKT2,150,150,5,1.88667,4.46,31.46
chr17,31147562,31147664,chr17:29474581-29474682,58.2941,-1.94215,0.839208,-1.922927036057379,TOV3121EP,NF1,102,102,5,297.667,532.225,640.539
chr17,31155932,31156174,chr17:29482951-29483192,0.0,-26.7863,0.92512,-26.76707703605738,TOV3121EP,NF1,242,242,5,80.0661,174.165,271.231
chr17,31158959,31159111,chr17:29485978-29486129,0.0,-26.471,0.893144,-26.45177703605738,TOV3121EP,NF1,152,152,5,52.7566,124.039,183.901
chr17,31163158,31163400,chr17:29490177-29490418,0.0,-25.9949,0.828813,-25.97567703605738,TOV3121EP,NF1,242,242,5,56.9959,92.3306,139.719
chr17,31169880,31170007,chr17:29496899-29497025,0.0,-26.5985,0.866225,-26.57927703605738,TOV3121EP,NF1,127,127,5,96.7717,133.378,166.843
chr17,31181393,31181515,chr17:29508412-29508533,0.663934,-8.28279,0.80357,-8.26356703605738,TOV3121EP,NF1,122,122,5,151.18,335.475,478.926
chr17,31181685,31181807,chr17:29508704-29508825,0.778689,-7.52587,0.861855,-7.506647036057379,TOV3121EP,NF1,122,122,5,126.533,245.713,373.377
chr17,31182464,31182706,chr17:29509483-29509724,0.0,-26.8077,0.931388,-26.78847703605738,TOV3121EP,NF1,242,242,5,103.926,220.446,238.074
chr17,31200386,31200628,chr17:29527405-29527646,0.0,-27.182,0.930847,-27.162777036057378,TOV3121EP,NF1,242,242,5,152.979,271.438,328.351
chr17,31200945,31201217,chr17:29527964-29528235,0.0,-27.7733,0.929759,-27.754077036057375,TOV3121EP,NF1,272,272,5,260.254,384.257,432.504
chr17,31201385,31201507,chr17:29528404-29528525,1.13934,-4.73279,0.89416,-4.713567036057379,TOV3121EP,NF1,122,122,5,30.5164,53.2295,70.2131
chr17,31206183,31206425,chr17:29533202-29533443,0.694215,-7.3986,0.921652,-7.379377036057379,TOV3121EP,NF1,242,242,5,157.277,230.533,248.099
chr17,31214395,31214637,chr17:29541414-29541655,0.657025,-8.60836,0.776655,-8.589137036057378,TOV3121EP,NF1,242,242,5,195.921,445.198,650.0
chr17,31218994,31219133,chr17:29546013-29546151,0.0,-27.3049,0.501927,-27.28567703605738,TOV3121EP,NF1,139,139,5,57.0288,112.849,172.612
chr17,31223353,31223625,chr17:29550372-29550643,0.625,-7.58608,0.908706,-7.566857036057379,TOV3121EP,NF1,272,272,5,73.8897,205.577,291.897
chr17,31225050,31225292,chr17:29552069-29552310,0.446281,-7.25169,0.861718,-7.232467036057379,TOV3121EP,NF1,242,242,5,64.8926,140.715,154.397
chr17,31226377,31226739,chr17:29553396-29553757,0.0,-25.3871,0.953406,-25.36787703605738,TOV3121EP,NF1,362,362,5,25.4972,29.3619,71.1989
chr17,31227472,31227624,chr17:29554491-29554642,3.23026,-7.17145,0.402446,-7.152227036057379,TOV3121EP,NF1,152,152,5,523.553,1073.38,1525.51
chr17,31228972,31229228,chr17:29555991-29556502,0.882812,-6.31816,0.865438,-6.298937036057379,TOV3121EP,NF1,256,256,5,49.9688,76.0273,99.5
chr17,31229228,31229484,chr17:29555991-29556502,1.07031,-7.6809,0.93318,-7.661677036057379,TOV3121EP,NF1,256,256,5,242.711,392.914,459.918
chr17,31229752,31230024,chr17:29556771-29557042,0.599265,-8.05374,0.93653,-8.034517036057379,TOV3121EP,NF1,272,272,5,185.717,300.026,338.89
chr17,31230198,31230440,chr17:29557217-29557458,0.0,-27.9692,0.93459,-27.94997703605738,TOV3121EP,NF1,242,242,5,218.868,399.174,579.876
chr17,31230821,31230943,chr17:29557840-29557961,21.5738,-5.23978,0.900161,-5.220557036057379,TOV3121EP,NF1,122,122,5,768.557,1578.57,1985.34
chr17,31232062,31232250,chr17:29559081-29559268,1.59574,-5.87161,0.868208,-5.8523870360573795,TOV3121EP,NF1,188,188,5,136.559,167.782,206.84
chr17,31232668,31232910,chr17:29559687-29559928,0.0,-25.9089,0.577591,-25.88967703605738,TOV3121EP,NF1,242,242,5,63.6694,69.1364,158.802
chr17,31232985,31233227,chr17:29560004-29560245,0.0,-27.0715,0.790864,-27.05227703605738,TOV3121EP,NF1,242,242,5,155.227,217.169,245.959
chr17,31235569,31235811,chr17:29562588-29562829,0.0,-27.0115,0.921492,-26.99227703605738,TOV3121EP,NF1,242,242,5,157.368,251.876,264.14
chr17,31235907,31236031,chr17:29562926-29563049,0.0,-27.1867,0.857757,-27.167477036057377,TOV3121EP,NF1,124,124,5,158.121,251.202,355.718
chr17,31248929,31249171,chr17:29575948-29576189,0.0,-26.3088,0.891975,-26.28957703605738,TOV3121EP,NF1,242,242,5,69.876,146.128,156.554
chr17,31249916,31250018,chr17:29576935-29577036,0.333333,-7.96311,0.724949,-7.9438870360573794,TOV3121EP,NF1,102,102,5,79.4314,148.49,199.961
