ensembl_transcript_id,ensembl_gene_id,external_gene_name,gene_biotype,transcript_id_versioned,gene_id_versioned,seq_region,primary_assembly,transcript_length
ENST00000361059,ENSG00000280987,MATR3,protein_coding,ENST00000361059.7,ENSG00000280987.4,5,True,3970
ENST00000514694,ENSG00000280987,MATR3,protein_coding,ENST00000514694.5,ENSG00000280987.4,5,True,587
ENST00000504203,ENSG00000280987,MATR3,protein_coding,ENST00000504203.5,ENSG00000280987.4,5,True,2243
ENST00000502929,ENSG00000280987,MATR3,protein_coding,ENST00000502929.5,ENSG00000280987.4,5,True,4373
ENST00000394800,ENSG00000280987,MATR3,protein_coding,ENST00000394800.6,ENSG00000280987.4,5,True,5513
ENST00000509644,ENSG00000280987,MATR3,protein_coding,ENST00000509644.5,ENSG00000280987.4,5,True,750
ENST00000505016,ENSG00000280987,MATR3,protein_coding,ENST00000505016.2,ENSG00000280987.4,5,True,664
ENST00000502394,ENSG00000280987,MATR3,protein_coding,ENST00000502394.1,ENSG00000280987.4,5,True,589
ENST00000554420,ENSG00000139908,TSSK4,protein_coding,ENST00000554420.1,ENSG00000139908.14,14,True,1394
ENST00000339917,ENSG00000139908,TSSK4,protein_coding,ENST00000339917.9,ENSG00000139908.14,14,True,1321
ENST00000556621,ENSG00000139908,TSSK4,protein_coding,ENST00000556621.5,ENSG00000139908.14,14,True,896
ENST00000287913,ENSG00000139908,TSSK4,protein_coding,ENST00000287913.10,ENSG00000139908.14,14,True,1257
ENST00000428351,ENSG00000139908,TSSK4,protein_coding,ENST00000428351.2,ENSG00000139908.14,14,True,576
ENST00000555092,ENSG00000139908,TSSK4,protein_coding,ENST00000555092.1,ENSG00000139908.14,14,True,708
ENST00000553766,ENSG00000139908,TSSK4,protein_coding,ENST00000553766.1,ENSG00000139908.14,14,True,725
ENST00000376958,ENSG00000152749,GPR180,protein_coding,ENST00000376958.4,ENSG00000152749.7,13,True,8822
ENST00000249053,ENSG00000128322,IGLL1,protein_coding,ENST00000249053.3,ENSG00000128322.6,22,True,716
ENST00000330377,ENSG00000128322,IGLL1,protein_coding,ENST00000330377.2,ENSG00000128322.6,22,True,901
ENST00000438703,ENSG00000128322,IGLL1,protein_coding,ENST00000438703.1,ENSG00000128322.6,22,True,654
ENST00000610442,ENSG00000276087,AC008073.3,protein_coding,ENST00000610442.1,ENSG00000276087.1,2,True,2281
ENST00000306875,ENSG00000272617,COG8,protein_coding,ENST00000306875.8,ENSG00000272617.2,16,True,4247
ENST00000562949,ENSG00000272617,COG8,protein_coding,ENST00000562949.1,ENSG00000272617.2,16,True,887
ENST00000505926,ENSG00000113231,PDE8B,protein_coding,ENST00000505926.5,ENSG00000113231.13,5,True,736
ENST00000340978,ENSG00000113231,PDE8B,protein_coding,ENST00000340978.7,ENSG00000113231.13,5,True,3426
ENST00000346042,ENSG00000113231,PDE8B,protein_coding,ENST00000346042.7,ENSG00000113231.13,5,True,3276
ENST00000264917,ENSG00000113231,PDE8B,protein_coding,ENST00000264917.9,ENSG00000113231.13,5,True,5956
ENST00000342343,ENSG00000113231,PDE8B,protein_coding,ENST00000342343.8,ENSG00000113231.13,5,True,2677
ENST00000333194,ENSG00000113231,PDE8B,protein_coding,ENST00000333194.8,ENSG00000113231.13,5,True,2572
ENST00000502945,ENSG00000113231,PDE8B,protein_coding,ENST00000502945.1,ENSG00000113231.13,5,True,535
ENST00000503963,ENSG00000113231,PDE8B,protein_coding,ENST00000503963.1,ENSG00000113231.13,5,True,574
ENST00000505283,ENSG00000113231,PDE8B,protein_coding,ENST00000505283.1,ENSG00000113231.13,5,True,3474
ENST00000313213,ENSG00000176732,PFN4,protein_coding,ENST00000313213.4,ENSG00000176732.6,2,True,974
ENST00000465360,ENSG00000176732,PFN4,protein_coding,ENST00000465360.1,ENSG00000176732.6,2,True,661
ENST00000436622,ENSG00000176732,PFN4,protein_coding,ENST00000436622.1,ENSG00000176732.6,2,True,470
ENST00000563299,ENSG00000141076,UTP4,protein_coding,ENST00000563299.5,ENSG00000141076.17,16,True,581
ENST00000314423,ENSG00000141076,UTP4,protein_coding,ENST00000314423.11,ENSG00000141076.17,16,True,2322
ENST00000562237,ENSG00000141076,UTP4,protein_coding,ENST00000562237.5,ENSG00000141076.17,16,True,2186
ENST00000567460,ENSG00000141076,UTP4,protein_coding,ENST00000567460.5,ENSG00000141076.17,16,True,595
ENST00000566227,ENSG00000141076,UTP4,protein_coding,ENST00000566227.5,ENSG00000141076.17,16,True,747
ENST00000352319,ENSG00000141076,UTP4,protein_coding,ENST00000352319.8,ENSG00000141076.17,16,True,1841
ENST00000563094,ENSG00000141076,UTP4,protein_coding,ENST00000563094.5,ENSG00000141076.17,16,True,4183
ENST00000569800,ENSG00000141076,UTP4,protein_coding,ENST00000569800.5,ENSG00000141076.17,16,True,552
ENST00000567235,ENSG00000141076,UTP4,protein_coding,ENST00000567235.6,ENSG00000141076.17,16,True,586
ENST00000568448,ENSG00000141076,UTP4,protein_coding,ENST00000568448.1,ENSG00000141076.17,16,True,562
ENST00000567015,ENSG00000141076,UTP4,protein_coding,ENST00000567015.5,ENSG00000141076.17,16,True,690
ENST00000569014,ENSG00000141076,UTP4,protein_coding,ENST00000569014.5,ENSG00000141076.17,16,True,568
ENST00000564408,ENSG00000141076,UTP4,protein_coding,ENST00000564408.5,ENSG00000141076.17,16,True,553
ENST00000569615,ENSG00000141076,UTP4,protein_coding,ENST00000569615.2,ENSG00000141076.17,16,True,574
ENST00000567500,ENSG00000141076,UTP4,protein_coding,ENST00000567500.1,ENSG00000141076.17,16,True,737
ENST00000567287,ENSG00000141076,UTP4,protein_coding,ENST00000567287.2,ENSG00000141076.17,16,True,366
ENST00000437415,ENSG00000237462,TRIM27,protein_coding,ENST00000437415.5,ENSG00000237462.10,CHR_HSCHR6_MHC_MANN_CTG1,False,1104
ENST00000436621,ENSG00000237462,TRIM27,protein_coding,ENST00000436621.1,ENSG00000237462.10,CHR_HSCHR6_MHC_MANN_CTG1,False,1103
ENST00000464409,ENSG00000237462,TRIM27,protein_coding,ENST00000464409.5,ENSG00000237462.10,CHR_HSCHR6_MHC_MANN_CTG1,False,1028
ENST00000491158,ENSG00000237462,TRIM27,protein_coding,ENST00000491158.1,ENSG00000237462.10,CHR_HSCHR6_MHC_MANN_CTG1,False,687
ENST00000497916,ENSG00000237462,TRIM27,protein_coding,ENST00000497916.1,ENSG00000237462.10,CHR_HSCHR6_MHC_MANN_CTG1,False,316
ENST00000557447,ENSG00000126785,RHOJ,protein_coding,ENST00000557447.5,ENSG00000126785.12,14,True,1837
ENST00000316754,ENSG00000126785,RHOJ,protein_coding,ENST00000316754.7,ENSG00000126785.12,14,True,3302
ENST00000557133,ENSG00000126785,RHOJ,protein_coding,ENST00000557133.1,ENSG00000126785.12,14,True,580
ENST00000555125,ENSG00000126785,RHOJ,protein_coding,ENST00000555125.1,ENSG00000126785.12,14,True,548
ENST00000561419,ENSG00000259522,AL136295.4,protein_coding,ENST00000561419.1,ENSG00000259522.3,14,True,4351
ENST00000396020,ENSG00000213741,RPS29,protein_coding,ENST00000396020.7,ENSG00000213741.10,14,True,7062
ENST00000245458,ENSG00000213741,RPS29,protein_coding,ENST00000245458.10,ENSG00000213741.10,14,True,296
ENST00000556230,ENSG00000213741,RPS29,protein_coding,ENST00000556230.2,ENSG00000213741.10,14,True,677
ENST00000557367,ENSG00000213741,RPS29,protein_coding,ENST00000557367.2,ENSG00000213741.10,14,True,499
ENST00000557111,ENSG00000213741,RPS29,protein_coding,ENST00000557111.5,ENSG00000213741.10,14,True,488
ENST00000554075,ENSG00000213741,RPS29,protein_coding,ENST00000554075.2,ENSG00000213741.10,14,True,844
ENST00000557519,ENSG00000213741,RPS29,protein_coding,ENST00000557519.1,ENSG00000213741.10,14,True,333
ENST00000539688,ENSG00000213741,RPS29,protein_coding,ENST00000539688.1,ENSG00000213741.10,14,True,1690
ENST00000423582,ENSG00000161298,ZNF382,protein_coding,ENST00000423582.5,ENSG00000161298.17,19,True,2657
ENST00000460384,ENSG00000161298,ZNF382,protein_coding,ENST00000460384.1,ENSG00000161298.17,19,True,576
ENST00000460670,ENSG00000161298,ZNF382,protein_coding,ENST00000460670.5,ENSG00000161298.17,19,True,556
ENST00000292928,ENSG00000161298,ZNF382,protein_coding,ENST00000292928.6,ENSG00000161298.17,19,True,8329
ENST00000463910,ENSG00000161298,ZNF382,protein_coding,ENST00000463910.1,ENSG00000161298.17,19,True,663
ENST00000439428,ENSG00000161298,ZNF382,protein_coding,ENST00000439428.5,ENSG00000161298.17,19,True,2742
ENST00000435416,ENSG00000161298,ZNF382,protein_coding,ENST00000435416.1,ENSG00000161298.17,19,True,3865
ENST00000590785,ENSG00000161298,ZNF382,protein_coding,ENST00000590785.1,ENSG00000161298.17,19,True,712
ENST00000585467,ENSG00000161298,ZNF382,protein_coding,ENST00000585467.1,ENSG00000161298.17,19,True,550
ENST00000639288,ENSG00000161298,ZNF382,protein_coding,ENST00000639288.1,ENSG00000161298.17,19,True,834
ENST00000555917,ENSG00000198732,SMOC1,protein_coding,ENST00000555917.1,ENSG00000198732.10,14,True,570
ENST00000361956,ENSG00000198732,SMOC1,protein_coding,ENST00000361956.7,ENSG00000198732.10,14,True,2040
ENST00000381280,ENSG00000198732,SMOC1,protein_coding,ENST00000381280.4,ENSG00000198732.10,14,True,3666
ENST00000553839,ENSG00000198732,SMOC1,protein_coding,ENST00000553839.1,ENSG00000198732.10,14,True,551
ENST00000557483,ENSG00000198732,SMOC1,protein_coding,ENST00000557483.1,ENSG00000198732.10,14,True,519
ENST00000588866,ENSG00000184361,SPATA32,protein_coding,ENST00000588866.5,ENSG00000184361.12,17,True,1283
ENST00000586359,ENSG00000184361,SPATA32,protein_coding,ENST00000586359.1,ENSG00000184361.12,17,True,1907
ENST00000331780,ENSG00000184361,SPATA32,protein_coding,ENST00000331780.4,ENSG00000184361.12,17,True,1284
ENST00000316534,ENSG00000144061,NPHP1,protein_coding,ENST00000316534.8,ENSG00000144061.12,2,True,3756
ENST00000445609,ENSG00000144061,NPHP1,protein_coding,ENST00000445609.6,ENSG00000144061.12,2,True,2513
ENST00000393272,ENSG00000144061,NPHP1,protein_coding,ENST00000393272.7,ENSG00000144061.12,2,True,2752
ENST00000496524,ENSG00000144061,NPHP1,protein_coding,ENST00000496524.5,ENSG00000144061.12,2,True,10006
ENST00000461707,ENSG00000144061,NPHP1,protein_coding,ENST00000461707.5,ENSG00000144061.12,2,True,3822
ENST00000355301,ENSG00000144061,NPHP1,protein_coding,ENST00000355301.8,ENSG00000144061.12,2,True,1932
ENST00000417665,ENSG00000144061,NPHP1,protein_coding,ENST00000417665.5,ENSG00000144061.12,2,True,2246
ENST00000422492,ENSG00000144061,NPHP1,protein_coding,ENST00000422492.1,ENSG00000144061.12,2,True,357
ENST00000493051,ENSG00000144061,NPHP1,protein_coding,ENST00000493051.1,ENSG00000144061.12,2,True,577
ENST00000418527,ENSG00000144061,NPHP1,protein_coding,ENST00000418527.1,ENSG00000144061.12,2,True,742
ENST00000449600,ENSG00000144061,NPHP1,protein_coding,ENST00000449600.1,ENSG00000144061.12,2,True,486
ENST00000496930,ENSG00000176681,LRRC37A,protein_coding,ENST00000496930.5,ENSG00000176681.14,17,True,3860
ENST00000393465,ENSG00000176681,LRRC37A,protein_coding,ENST00000393465.7,ENSG00000176681.14,17,True,4997
ENST00000320254,ENSG00000176681,LRRC37A,protein_coding,ENST00000320254.5,ENSG00000176681.14,17,True,5177
ENST00000620473,ENSG00000100918,REC8,protein_coding,ENST00000620473.4,ENSG00000100918.12,14,True,2405
ENST00000557806,ENSG00000100918,REC8,protein_coding,ENST00000557806.5,ENSG00000100918.12,14,True,635
ENST00000611366,ENSG00000100918,REC8,protein_coding,ENST00000611366.4,ENSG00000100918.12,14,True,2331
ENST00000619469,ENSG00000100918,REC8,protein_coding,ENST00000619469.4,ENSG00000100918.12,14,True,2720
ENST00000560032,ENSG00000100918,REC8,protein_coding,ENST00000560032.1,ENSG00000100918.12,14,True,661
ENST00000560501,ENSG00000100918,REC8,protein_coding,ENST00000560501.1,ENSG00000100918.12,14,True,653
ENST00000619284,ENSG00000100918,REC8,protein_coding,ENST00000619284.4,ENSG00000100918.12,14,True,1096
ENST00000619111,ENSG00000100918,REC8,protein_coding,ENST00000619111.1,ENSG00000100918.12,14,True,1035
ENST00000560823,ENSG00000100918,REC8,protein_coding,ENST00000560823.1,ENSG00000100918.12,14,True,424
ENST00000559797,ENSG00000100918,REC8,protein_coding,ENST00000559797.1,ENSG00000100918.12,14,True,1007
ENST00000558191,ENSG00000100918,REC8,protein_coding,ENST00000558191.1,ENSG00000100918.12,14,True,561
ENST00000559939,ENSG00000100918,REC8,protein_coding,ENST00000559939.1,ENSG00000100918.12,14,True,494
ENST00000558381,ENSG00000100918,REC8,protein_coding,ENST00000558381.1,ENSG00000100918.12,14,True,405
ENST00000502553,ENSG00000113407,TARS,protein_coding,ENST00000502553.5,ENSG00000113407.13,5,True,2534
ENST00000514259,ENSG00000113407,TARS,protein_coding,ENST00000514259.5,ENSG00000113407.13,5,True,466
ENST00000265112,ENSG00000113407,TARS,protein_coding,ENST00000265112.7,ENSG00000113407.13,5,True,4314
ENST00000502508,ENSG00000113407,TARS,protein_coding,ENST00000502508.5,ENSG00000113407.13,5,True,552
ENST00000508361,ENSG00000113407,TARS,protein_coding,ENST00000508361.5,ENSG00000113407.13,5,True,2481
ENST00000455217,ENSG00000113407,TARS,protein_coding,ENST00000455217.6,ENSG00000113407.13,5,True,2523
ENST00000507716,ENSG00000113407,TARS,protein_coding,ENST00000507716.5,ENSG00000113407.13,5,True,2475
ENST00000509731,ENSG00000113407,TARS,protein_coding,ENST00000509731.5,ENSG00000113407.13,5,True,2170
ENST00000505012,ENSG00000113407,TARS,protein_coding,ENST00000505012.5,ENSG00000113407.13,5,True,608
ENST00000513066,ENSG00000113407,TARS,protein_coding,ENST00000513066.3,ENSG00000113407.13,5,True,656
ENST00000506040,ENSG00000113407,TARS,protein_coding,ENST00000506040.1,ENSG00000113407.13,5,True,755
ENST00000504698,ENSG00000113407,TARS,protein_coding,ENST00000504698.1,ENSG00000113407.13,5,True,633
ENST00000509410,ENSG00000113407,TARS,protein_coding,ENST00000509410.1,ENSG00000113407.13,5,True,782
ENST00000503422,ENSG00000113407,TARS,protein_coding,ENST00000503422.1,ENSG00000113407.13,5,True,760
ENST00000626210,ENSG00000113407,TARS,protein_coding,ENST00000626210.1,ENSG00000113407.13,5,True,201
ENST00000627006,ENSG00000113407,TARS,protein_coding,ENST00000627006.2,ENSG00000113407.13,5,True,171
ENST00000600132,ENSG00000089847,ANKRD24,protein_coding,ENST00000600132.5,ENSG00000089847.12,19,True,4026
ENST00000597689,ENSG00000089847,ANKRD24,protein_coding,ENST00000597689.5,ENSG00000089847.12,19,True,2524
ENST00000262970,ENSG00000089847,ANKRD24,protein_coding,ENST00000262970.9,ENSG00000089847.12,19,True,3711
ENST00000595928,ENSG00000089847,ANKRD24,protein_coding,ENST00000595928.1,ENSG00000089847.12,19,True,736
ENST00000595096,ENSG00000089847,ANKRD24,protein_coding,ENST00000595096.1,ENSG00000089847.12,19,True,567
ENST00000318934,ENSG00000089847,ANKRD24,protein_coding,ENST00000318934.8,ENSG00000089847.12,19,True,3906
ENST00000421470,ENSG00000231041,LINC01556,protein_coding,ENST00000421470.1,ENSG00000231041.1,CHR_HSCHR6_MHC_MANN_CTG1,False,466
ENST00000204961,ENSG00000090776,EFNB1,protein_coding,ENST00000204961.4,ENSG00000090776.5,X,True,3314
ENST00000344686,ENSG00000006062,MAP3K14,protein_coding,ENST00000344686.6,ENSG00000006062.14,17,True,4460
ENST00000640087,ENSG00000006062,MAP3K14,protein_coding,ENST00000640087.1,ENSG00000006062.14,17,True,4583
ENST00000592267,ENSG00000006062,MAP3K14,protein_coding,ENST00000592267.1,ENSG00000006062.14,17,True,3152
ENST00000586644,ENSG00000006062,MAP3K14,protein_coding,ENST00000586644.1,ENSG00000006062.14,17,True,570
ENST00000617331,ENSG00000006062,MAP3K14,protein_coding,ENST00000617331.1,ENSG00000006062.14,17,True,1049
ENST00000376926,ENSG00000006062,MAP3K14,protein_coding,ENST00000376926.8,ENSG00000006062.14,17,True,4583
ENST00000392857,ENSG00000115947,ORC4,protein_coding,ENST00000392857.9,ENSG00000115947.13,2,True,6530
ENST00000488761,ENSG00000115947,ORC4,protein_coding,ENST00000488761.1,ENSG00000115947.13,2,True,738
ENST00000481488,ENSG00000115947,ORC4,protein_coding,ENST00000481488.1,ENSG00000115947.13,2,True,590
ENST00000483608,ENSG00000115947,ORC4,protein_coding,ENST00000483608.1,ENSG00000115947.13,2,True,691
ENST00000478904,ENSG00000115947,ORC4,protein_coding,ENST00000478904.5,ENSG00000115947.13,2,True,573
ENST00000461711,ENSG00000115947,ORC4,protein_coding,ENST00000461711.5,ENSG00000115947.13,2,True,528
ENST00000496670,ENSG00000115947,ORC4,protein_coding,ENST00000496670.6,ENSG00000115947.13,2,True,645
ENST00000490200,ENSG00000115947,ORC4,protein_coding,ENST00000490200.5,ENSG00000115947.13,2,True,563
ENST00000416719,ENSG00000115947,ORC4,protein_coding,ENST00000416719.5,ENSG00000115947.13,2,True,571
ENST00000457954,ENSG00000115947,ORC4,protein_coding,ENST00000457954.5,ENSG00000115947.13,2,True,647
ENST00000440042,ENSG00000115947,ORC4,protein_coding,ENST00000440042.1,ENSG00000115947.13,2,True,552
ENST00000495601,ENSG00000115947,ORC4,protein_coding,ENST00000495601.1,ENSG00000115947.13,2,True,611
ENST00000264169,ENSG00000115947,ORC4,protein_coding,ENST00000264169.6,ENSG00000115947.13,2,True,6598
ENST00000540442,ENSG00000115947,ORC4,protein_coding,ENST00000540442.5,ENSG00000115947.13,2,True,6472
ENST00000535373,ENSG00000115947,ORC4,protein_coding,ENST00000535373.5,ENSG00000115947.13,2,True,6710
ENST00000536575,ENSG00000115947,ORC4,protein_coding,ENST00000536575.5,ENSG00000115947.13,2,True,6328
ENST00000434116,ENSG00000074621,SLC24A1,protein_coding,ENST00000434116.6,ENSG00000074621.13,15,True,5474
ENST00000425561,ENSG00000074621,SLC24A1,protein_coding,ENST00000425561.3,ENSG00000074621.13,15,True,566
ENST00000537259,ENSG00000074621,SLC24A1,protein_coding,ENST00000537259.5,ENSG00000074621.13,15,True,3983
ENST00000535950,ENSG00000074621,SLC24A1,protein_coding,ENST00000535950.1,ENSG00000074621.13,15,True,290
ENST00000261892,ENSG00000074621,SLC24A1,protein_coding,ENST00000261892.10,ENSG00000074621.13,15,True,5768
ENST00000544319,ENSG00000074621,SLC24A1,protein_coding,ENST00000544319.6,ENSG00000074621.13,15,True,3169
ENST00000399033,ENSG00000074621,SLC24A1,protein_coding,ENST00000399033.8,ENSG00000074621.13,15,True,3323
ENST00000546330,ENSG00000074621,SLC24A1,protein_coding,ENST00000546330.1,ENSG00000074621.13,15,True,3246
ENST00000449142,ENSG00000074621,SLC24A1,protein_coding,ENST00000449142.2,ENSG00000074621.13,15,True,1461
ENST00000539516,ENSG00000074621,SLC24A1,protein_coding,ENST00000539516.1,ENSG00000074621.13,15,True,813
ENST00000505666,ENSG00000074621,SLC24A1,protein_coding,ENST00000505666.2,ENSG00000074621.13,15,True,854
ENST00000339868,ENSG00000074621,SLC24A1,protein_coding,ENST00000339868.10,ENSG00000074621.13,15,True,5678
ENST00000409123,ENSG00000122574,WIPF3,protein_coding,ENST00000409123.5,ENSG00000122574.10,7,True,3491
ENST00000409290,ENSG00000122574,WIPF3,protein_coding,ENST00000409290.1,ENSG00000122574.10,7,True,4002
ENST00000242140,ENSG00000122574,WIPF3,protein_coding,ENST00000242140.9,ENSG00000122574.10,7,True,4184
ENST00000354336,ENSG00000099942,CRKL,protein_coding,ENST00000354336.7,ENSG00000099942.12,22,True,5325
ENST00000411769,ENSG00000099942,CRKL,protein_coding,ENST00000411769.1,ENSG00000099942.12,22,True,2037
ENST00000291934,ENSG00000160472,TMEM190,protein_coding,ENST00000291934.3,ENSG00000160472.4,19,True,593
ENST00000523638,ENSG00000254004,ZNF260,protein_coding,ENST00000523638.5,ENSG00000254004.6,19,True,5666
ENST00000592282,ENSG00000254004,ZNF260,protein_coding,ENST00000592282.1,ENSG00000254004.6,19,True,5055
ENST00000593142,ENSG00000254004,ZNF260,protein_coding,ENST00000593142.5,ENSG00000254004.6,19,True,4047
ENST00000588993,ENSG00000254004,ZNF260,protein_coding,ENST00000588993.1,ENSG00000254004.6,19,True,4174
ENST00000520608,ENSG00000254004,ZNF260,protein_coding,ENST00000520608.2,ENSG00000254004.6,19,True,330
ENST00000075503,ENSG00000060140,STYK1,protein_coding,ENST00000075503.7,ENSG00000060140.8,12,True,2995
ENST00000542924,ENSG00000060140,STYK1,protein_coding,ENST00000542924.1,ENSG00000060140.8,12,True,249
ENST00000542562,ENSG00000060140,STYK1,protein_coding,ENST00000542562.5,ENSG00000060140.8,12,True,582
ENST00000538867,ENSG00000060140,STYK1,protein_coding,ENST00000538867.5,ENSG00000060140.8,12,True,586
ENST00000535345,ENSG00000060140,STYK1,protein_coding,ENST00000535345.5,ENSG00000060140.8,12,True,520
ENST00000541561,ENSG00000060140,STYK1,protein_coding,ENST00000541561.1,ENSG00000060140.8,12,True,543
ENST00000219481,ENSG00000242612,DECR2,protein_coding,ENST00000219481.9,ENSG00000242612.6,16,True,1615
ENST00000424398,ENSG00000242612,DECR2,protein_coding,ENST00000424398.6,ENSG00000242612.6,16,True,1012
ENST00000633923,ENSG00000242612,DECR2,protein_coding,ENST00000633923.1,ENSG00000242612.6,16,True,509
ENST00000631605,ENSG00000242612,DECR2,protein_coding,ENST00000631605.1,ENSG00000242612.6,16,True,558
ENST00000439661,ENSG00000242612,DECR2,protein_coding,ENST00000439661.5,ENSG00000242612.6,16,True,1618
ENST00000437024,ENSG00000242612,DECR2,protein_coding,ENST00000437024.5,ENSG00000242612.6,16,True,1738
ENST00000633348,ENSG00000242612,DECR2,protein_coding,ENST00000633348.1,ENSG00000242612.6,16,True,762
ENST00000445291,ENSG00000242612,DECR2,protein_coding,ENST00000445291.5,ENSG00000242612.6,16,True,1078
ENST00000633025,ENSG00000242612,DECR2,protein_coding,ENST00000633025.1,ENSG00000242612.6,16,True,561
ENST00000461802,ENSG00000242612,DECR2,protein_coding,ENST00000461802.1,ENSG00000242612.6,16,True,878
ENST00000632744,ENSG00000242612,DECR2,protein_coding,ENST00000632744.1,ENSG00000242612.6,16,True,247
ENST00000461947,ENSG00000242612,DECR2,protein_coding,ENST00000461947.5,ENSG00000242612.6,16,True,1017
ENST00000465166,ENSG00000242612,DECR2,protein_coding,ENST00000465166.1,ENSG00000242612.6,16,True,702
ENST00000429116,ENSG00000242612,DECR2,protein_coding,ENST00000429116.1,ENSG00000242612.6,16,True,721
ENST00000461749,ENSG00000242612,DECR2,protein_coding,ENST00000461749.1,ENSG00000242612.6,16,True,2062
ENST00000469922,ENSG00000242612,DECR2,protein_coding,ENST00000469922.1,ENSG00000242612.6,16,True,616
ENST00000627716,ENSG00000242612,DECR2,protein_coding,ENST00000627716.2,ENSG00000242612.6,16,True,352
ENST00000379631,ENSG00000133115,STOML3,protein_coding,ENST00000379631.8,ENSG00000133115.11,13,True,2121
ENST00000423210,ENSG00000133115,STOML3,protein_coding,ENST00000423210.1,ENSG00000133115.11,13,True,1997
ENST00000376191,ENSG00000204511,MCCD1,protein_coding,ENST00000376191.2,ENSG00000204511.2,6,True,955
ENST00000503481,ENSG00000170476,MZB1,protein_coding,ENST00000503481.5,ENSG00000170476.15,5,True,1096
ENST00000417694,ENSG00000170476,MZB1,protein_coding,ENST00000417694.6,ENSG00000170476.15,5,True,988
ENST00000513389,ENSG00000170476,MZB1,protein_coding,ENST00000513389.1,ENSG00000170476.15,5,True,681
ENST00000302125,ENSG00000170476,MZB1,protein_coding,ENST00000302125.8,ENSG00000170476.15,5,True,825
ENST00000503120,ENSG00000170476,MZB1,protein_coding,ENST00000503120.5,ENSG00000170476.15,5,True,1887
ENST00000511979,ENSG00000170476,MZB1,protein_coding,ENST00000511979.1,ENSG00000170476.15,5,True,839
ENST00000503351,ENSG00000170476,MZB1,protein_coding,ENST00000503351.1,ENSG00000170476.15,5,True,636
ENST00000509591,ENSG00000170476,MZB1,protein_coding,ENST00000509591.1,ENSG00000170476.15,5,True,1060
ENST00000376185,ENSG00000254870,ATP6V1G2-DDX39B,protein_coding,ENST00000376185.5,ENSG00000254870.5,6,True,2039
ENST00000480131,ENSG00000254870,ATP6V1G2-DDX39B,protein_coding,ENST00000480131.1,ENSG00000254870.5,6,True,552
ENST00000475917,ENSG00000254870,ATP6V1G2-DDX39B,protein_coding,ENST00000475917.1,ENSG00000254870.5,6,True,524
ENST00000452073,ENSG00000186020,ZNF529,protein_coding,ENST00000452073.2,ENSG00000186020.12,19,True,395
ENST00000590656,ENSG00000186020,ZNF529,protein_coding,ENST00000590656.1,ENSG00000186020.12,19,True,419
ENST00000334116,ENSG00000186020,ZNF529,protein_coding,ENST00000334116.7,ENSG00000186020.12,19,True,5238
ENST00000591340,ENSG00000186020,ZNF529,protein_coding,ENST00000591340.5,ENSG00000186020.12,19,True,4331
ENST00000586115,ENSG00000186020,ZNF529,protein_coding,ENST00000586115.5,ENSG00000186020.12,19,True,587
ENST00000585983,ENSG00000186020,ZNF529,protein_coding,ENST00000585983.5,ENSG00000186020.12,19,True,582
ENST00000585960,ENSG00000186020,ZNF529,protein_coding,ENST00000585960.5,ENSG00000186020.12,19,True,535
ENST00000586458,ENSG00000186020,ZNF529,protein_coding,ENST00000586458.5,ENSG00000186020.12,19,True,2674
ENST00000587286,ENSG00000186020,ZNF529,protein_coding,ENST00000587286.1,ENSG00000186020.12,19,True,568
ENST00000298288,ENSG00000165501,LRR1,protein_coding,ENST00000298288.10,ENSG00000165501.16,14,True,1745
ENST00000318317,ENSG00000165501,LRR1,protein_coding,ENST00000318317.8,ENSG00000165501.16,14,True,957
ENST00000554869,ENSG00000165501,LRR1,protein_coding,ENST00000554869.5,ENSG00000165501.16,14,True,1886
ENST00000540712,ENSG00000165501,LRR1,protein_coding,ENST00000540712.1,ENSG00000165501.16,14,True,1597
ENST00000557531,ENSG00000165501,LRR1,protein_coding,ENST00000557531.1,ENSG00000165501.16,14,True,396
ENST00000524717,ENSG00000184384,MAML2,protein_coding,ENST00000524717.5,ENSG00000184384.13,11,True,7106
ENST00000618849,ENSG00000184384,MAML2,protein_coding,ENST00000618849.1,ENSG00000184384.13,11,True,3154
ENST00000376151,ENSG00000213760,ATP6V1G2,protein_coding,ENST00000376151.4,ENSG00000213760.10,6,True,1261
ENST00000303892,ENSG00000213760,ATP6V1G2,protein_coding,ENST00000303892.9,ENSG00000213760.10,6,True,1588
ENST00000483251,ENSG00000213760,ATP6V1G2,protein_coding,ENST00000483251.1,ENSG00000213760.10,6,True,662
ENST00000415099,ENSG00000213760,ATP6V1G2,protein_coding,ENST00000415099.2,ENSG00000213760.10,6,True,609
ENST00000483170,ENSG00000213760,ATP6V1G2,protein_coding,ENST00000483170.1,ENSG00000213760.10,6,True,583
ENST00000481998,ENSG00000213760,ATP6V1G2,protein_coding,ENST00000481998.1,ENSG00000213760.10,6,True,570
ENST00000415083,ENSG00000141380,SS18,protein_coding,ENST00000415083.6,ENSG00000141380.13,18,True,3414
ENST00000542420,ENSG00000141380,SS18,protein_coding,ENST00000542420.6,ENSG00000141380.13,18,True,2321
ENST00000579640,ENSG00000141380,SS18,protein_coding,ENST00000579640.5,ENSG00000141380.13,18,True,1840
ENST00000269138,ENSG00000141380,SS18,protein_coding,ENST00000269138.9,ENSG00000141380.13,18,True,1548
