cell_line,patient_id,histotype_code,rna_tpm,rna_log2_tpm_plus1,protein_log2_normalised,cohort,gene,ranking_direction,rna_preference_percentile,protein_preference_percentile,joint_mean_score,joint_weaker_assay_score,joint_rna25_score,joint_rna75_score,joint_mean_rank,joint_weaker_assay_rank,joint_rna25_rank,joint_rna75_rank,rank_best_across_methods,rank_worst_across_methods,absolute_assay_percentile_gap,both_assays_same_direction,n_ranked,protein_isodoping
VOA295,VOA295,CC,0.8723132,0.9048217887097026,12.4253330574106,CC_selected_representatives,CDH6,higher,0.6,0.2,0.4,0.2,0.30000000000000004,0.49999999999999994,4.0,4.0,4.0,4.0,4.0,4.0,0.39999999999999997,False,6.0,False
VOA4841,VOA4841,CC,0.1586346,0.21242565358781076,12.82396707625634,CC_selected_representatives,CDH6,higher,0.4,0.8,0.6000000000000001,0.4,0.7000000000000001,0.5,3.0,3.0,2.0,3.0,2.0,3.0,0.4,False,6.0,False
OV1369-R2,1369,HGS,21.136195000000004,4.468335352851638,11.03531612366213,matched_models,CD276,higher,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,29.0,27.0,29.0,29.0,27.0,29.0,0.0,False,30.0,False
OV1946,OV1946,HGS,47.913833,5.612170616881,10.95157513709362,matched_models,CD276,higher,0.3448275862068966,0.0,0.1724137931034483,0.0,0.08620689655172414,0.25862068965517243,26.0,29.0,28.0,23.0,23.0,29.0,0.3448275862068966,False,30.0,False
OV2085,OV2085,HGS,46.448126599999995,5.568279221159136,11.20571741546495,matched_models,CD276,higher,0.3103448275862069,0.41379310344827586,0.3620689655172414,0.3103448275862069,0.3879310344827586,0.33620689655172414,19.0,16.0,18.0,21.0,16.0,21.0,0.10344827586206895,False,30.0,False
OV2295,2295,HGS,42.8198304,5.453511995428358,11.07691816161428,matched_models,CD276,higher,0.20689655172413793,0.13793103448275862,0.1724137931034483,0.13793103448275862,0.15517241379310345,0.1896551724137931,26.0,23.0,27.0,25.0,23.0,27.0,0.06896551724137931,False,30.0,False
OV2295-R2,2295,HGS,212.00632630000004,7.734752468986875,11.66866836861921,matched_models,CD276,higher,1.0,0.9310344827586207,0.9655172413793103,0.9310344827586207,0.9482758620689655,0.9827586206896551,2.0,2.0,3.0,1.0,1.0,3.0,0.06896551724137934,True,30.0,False
OV3133-R,3133,HGS,16.389119,4.120112936874719,11.22841128961198,matched_models,CD276,higher,0.0,0.4482758620689655,0.22413793103448276,0.0,0.33620689655172414,0.11206896551724138,25.0,29.0,20.0,28.0,20.0,29.0,0.4482758620689655,False,30.0,False
OV4453,OV4453,HGS,88.43987379999999,6.482846247421746,11.11442188271028,matched_models,CD276,higher,0.6896551724137931,0.2413793103448276,0.4655172413793104,0.2413793103448276,0.35344827586206895,0.5775862068965517,16.0,19.0,19.0,12.0,12.0,19.0,0.4482758620689655,False,30.0,False
OV4485,OV4485,HGS,37.18832920000001,5.255059896031237,11.29143679201831,matched_models,CD276,higher,0.13793103448275862,0.6551724137931034,0.39655172413793105,0.13793103448275862,0.5258620689655172,0.2672413793103448,18.0,23.0,15.0,22.0,15.0,23.0,0.5172413793103448,False,30.0,False
OV866-2,OV866-2,HGS,101.99915799999998,6.686488733453222,11.36718905810842,matched_models,CD276,higher,0.7931034482758621,0.7241379310344828,0.7586206896551724,0.7241379310344828,0.7413793103448276,0.7758620689655172,7.0,6.0,8.0,6.0,6.0,8.0,0.06896551724137934,True,30.0,False
TOV1369,1369,HGS,38.1397877,5.290564025481925,11.07919667667524,matched_models,CD276,higher,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,26.0,22.0,26.0,26.0,22.0,26.0,0.0,False,30.0,False
TOV3041G,TOV3041G,HGS,70.576055,6.161405124967749,11.29967289394681,matched_models,CD276,higher,0.4827586206896552,0.6896551724137931,0.5862068965517242,0.4827586206896552,0.6379310344827587,0.5344827586206897,12.0,12.0,9.0,14.0,9.0,14.0,0.20689655172413796,False,30.0,False
TOV3133G,3133,HGS,18.0495368,4.25168401310636,11.01704450303514,matched_models,CD276,higher,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,30.0,28.0,30.0,30.0,28.0,30.0,0.0,False,30.0,False
TOV3291G,3291,HGS,86.22609299999998,6.446687865332808,11.2509744168049,matched_models,CD276,higher,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,10.0,9.0,11.0,11.0,9.0,11.0,0.0,True,30.0,False
OV3331,OV3331,HGS,120.600292,6.926002882918445,11.24514857156382,matched_models,CD276,higher,0.8275862068965517,0.5517241379310345,0.6896551724137931,0.5517241379310345,0.6206896551724138,0.7586206896551724,9.0,10.0,11.0,7.0,7.0,11.0,0.27586206896551724,True,30.0,False
OV90,OV90,HGS,87.718395,6.471161360899997,11.46830636004824,matched_models,CD276,higher,0.6551724137931034,0.7931034482758621,0.7241379310344828,0.6551724137931034,0.7586206896551724,0.6896551724137931,8.0,8.0,7.0,9.0,7.0,9.0,0.13793103448275867,True,30.0,False
TOV21G,TOV21G,CC,78.2452284,6.308252163629561,11.17455814071261,matched_models,CD276,higher,0.5862068965517241,0.3448275862068966,0.46551724137931033,0.3448275862068966,0.4051724137931034,0.5258620689655171,17.0,15.0,17.0,15.0,15.0,17.0,0.2413793103448275,False,30.0,False
TOV3392D,TOV3392D,CC,31.621502400000004,5.0277513225262425,11.19039526338361,matched_models,CD276,higher,0.10344827586206896,0.3793103448275862,0.24137931034482757,0.10344827586206896,0.31034482758620685,0.1724137931034483,23.0,25.0,22.0,26.0,22.0,26.0,0.27586206896551724,False,30.0,False
VOA10816,VOA10816,CC,44.969499388,5.522605050048336,11.41406942952789,matched_models,CD276,higher,0.2413793103448276,0.7586206896551724,0.5,0.2413793103448276,0.6293103448275861,0.3706896551724138,14.0,19.0,10.0,19.0,10.0,19.0,0.5172413793103448,False,30.0,False
VOA12539,VOA12539,CC,138.344041,7.122507497178267,11.58857069145782,matched_models,CD276,higher,0.896551724137931,0.8275862068965517,0.8620689655172413,0.8275862068965517,0.8448275862068966,0.8793103448275862,5.0,5.0,5.0,4.0,4.0,5.0,0.06896551724137934,True,30.0,False
VOA295,VOA295,CC,99.2092905,6.646872458157537,11.23189092207062,matched_models,CD276,higher,0.7586206896551724,0.4827586206896552,0.6206896551724138,0.4827586206896552,0.5517241379310345,0.689655172413793,10.0,12.0,14.0,10.0,10.0,14.0,0.2758620689655172,False,30.0,False
VOA4841,VOA4841,CC,58.83763999999998,5.902981371258674,11.13736995331887,matched_models,CD276,higher,0.41379310344827586,0.3103448275862069,0.3620689655172414,0.3103448275862069,0.33620689655172414,0.3879310344827586,19.0,16.0,20.0,18.0,16.0,20.0,0.10344827586206895,False,30.0,False
TOV112D,TOV112D,EC,46.013208000536906,5.554994222739966,11.09203098321091,matched_models,CD276,higher,0.27586206896551724,0.20689655172413793,0.24137931034482757,0.20689655172413793,0.22413793103448276,0.25862068965517243,23.0,21.0,24.0,23.0,21.0,24.0,0.06896551724137931,False,30.0,False
VOA4395,VOA4395,EC,92.05336300000002,6.539986385910622,11.58870342835562,matched_models,CD276,higher,0.7241379310344828,0.8620689655172413,0.7931034482758621,0.7241379310344828,0.8275862068965517,0.7586206896551724,6.0,6.0,6.0,7.0,6.0,7.0,0.13793103448275856,True,30.0,False
TOV2414,TOV2414,MC,73.4636509,6.218464447125683,11.05098276372637,matched_models,CD276,higher,0.5172413793103449,0.10344827586206896,0.3103448275862069,0.10344827586206896,0.20689655172413796,0.4137931034482759,22.0,25.0,25.0,17.0,17.0,25.0,0.4137931034482759,False,30.0,False
VOA8762,VOA8762,MC,153.79534299999997,7.274218258596395,11.94736193120271,matched_models,CD276,higher,0.9655172413793104,1.0,0.9827586206896552,0.9655172413793104,0.9913793103448276,0.9741379310344828,1.0,1.0,1.0,2.0,1.0,2.0,0.03448275862068961,True,30.0,False
VOA8771,VOA8771,MC,139.237217610518,7.13172546734442,11.89756974947836,matched_models,CD276,higher,0.9310344827586207,0.9655172413793104,0.9482758620689655,0.9310344827586207,0.9568965517241379,0.9396551724137931,3.0,2.0,2.0,3.0,2.0,3.0,0.034482758620689724,True,30.0,False
VOA5217,VOA5217,MMMT,66.32442259999999,6.073058046562862,11.23499078003665,matched_models,CD276,higher,0.4482758620689655,0.5172413793103449,0.4827586206896552,0.4482758620689655,0.5,0.4655172413793104,15.0,14.0,16.0,16.0,14.0,16.0,0.06896551724137934,False,30.0,False
VOA5436,VOA5436,MMMT,75.247574,6.252619530366987,11.24582337524184,matched_models,CD276,higher,0.5517241379310345,0.5862068965517241,0.5689655172413792,0.5517241379310345,0.5775862068965516,0.5603448275862069,13.0,10.0,13.0,13.0,10.0,13.0,0.03448275862068961,True,30.0,False
BIN67,BIN67,SCCOHT,127.88388000000002,7.009928021368997,11.60126844966107,matched_models,CD276,higher,0.8620689655172413,0.896551724137931,0.8793103448275862,0.8620689655172413,0.8879310344827587,0.8706896551724138,4.0,4.0,4.0,5.0,4.0,5.0,0.034482758620689724,True,30.0,False
COV434,COV434,SCCOHT,49.57580599999999,5.660375501325638,11.13203068460953,matched_models,CD276,higher,0.3793103448275862,0.27586206896551724,0.3275862068965517,0.27586206896551724,0.3017241379310345,0.35344827586206895,21.0,18.0,23.0,20.0,18.0,23.0,0.10344827586206895,False,30.0,False
OV1369-R2,1369,HGS,21.136195000000004,4.468335352851638,11.03531612366213,selected_patient_representatives,CD276,higher,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,27.0,25.0,27.0,27.0,25.0,27.0,0.0,False,27.0,False
OV1946,OV1946,HGS,47.913833,5.612170616881,10.95157513709362,selected_patient_representatives,CD276,higher,0.3076923076923077,0.0,0.15384615384615385,0.0,0.07692307692307693,0.23076923076923078,25.0,26.0,26.0,22.0,22.0,26.0,0.3076923076923077,False,27.0,False
OV2085,OV2085,HGS,46.448126599999995,5.568279221159136,11.20571741546495,selected_patient_representatives,CD276,higher,0.2692307692307692,0.38461538461538464,0.3269230769230769,0.2692307692307692,0.3557692307692308,0.2980769230769231,18.0,15.0,17.0,20.0,15.0,20.0,0.11538461538461542,False,27.0,False
OV2295,2295,HGS,42.8198304,5.453511995428358,11.07691816161428,selected_patient_representatives,CD276,higher,0.15384615384615385,0.11538461538461539,0.13461538461538464,0.11538461538461539,0.125,0.14423076923076925,26.0,21.0,25.0,24.0,21.0,26.0,0.038461538461538464,False,27.0,False
OV3133-R,3133,HGS,16.389119,4.120112936874719,11.22841128961198,selected_patient_representatives,CD276,higher,0.0,0.4230769230769231,0.21153846153846154,0.0,0.3173076923076923,0.10576923076923077,22.0,26.0,18.0,26.0,18.0,26.0,0.4230769230769231,False,27.0,False
OV4453,OV4453,HGS,88.43987379999999,6.482846247421746,11.11442188271028,selected_patient_representatives,CD276,higher,0.6923076923076923,0.19230769230769232,0.4423076923076923,0.19230769230769232,0.3173076923076923,0.5673076923076923,15.0,18.0,18.0,11.0,11.0,18.0,0.5,False,27.0,False
OV4485,OV4485,HGS,37.18832920000001,5.255059896031237,11.29143679201831,selected_patient_representatives,CD276,higher,0.11538461538461539,0.6538461538461539,0.38461538461538464,0.11538461538461539,0.5192307692307693,0.25,17.0,21.0,14.0,21.0,14.0,21.0,0.5384615384615384,False,27.0,False
OV866-2,OV866-2,HGS,101.99915799999998,6.686488733453222,11.36718905810842,selected_patient_representatives,CD276,higher,0.8076923076923077,0.7307692307692307,0.7692307692307692,0.7307692307692307,0.75,0.7884615384615385,6.0,5.0,7.0,5.0,5.0,7.0,0.07692307692307698,True,27.0,False
TOV3041G,TOV3041G,HGS,70.576055,6.161405124967749,11.29967289394681,selected_patient_representatives,CD276,higher,0.46153846153846156,0.6923076923076923,0.5769230769230769,0.46153846153846156,0.6346153846153846,0.5192307692307692,11.0,11.0,8.0,13.0,8.0,13.0,0.23076923076923073,False,27.0,False
TOV3291G,3291,HGS,86.22609299999998,6.446687865332808,11.2509744168049,selected_patient_representatives,CD276,higher,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,9.0,8.0,10.0,10.0,8.0,10.0,0.0,True,27.0,False
OV3331,OV3331,HGS,120.600292,6.926002882918445,11.24514857156382,selected_patient_representatives,CD276,higher,0.8461538461538461,0.5384615384615384,0.6923076923076923,0.5384615384615384,0.6153846153846154,0.7692307692307692,8.0,9.0,10.0,6.0,6.0,10.0,0.3076923076923077,True,27.0,False
OV90,OV90,HGS,87.718395,6.471161360899997,11.46830636004824,selected_patient_representatives,CD276,higher,0.6538461538461539,0.8076923076923077,0.7307692307692308,0.6538461538461539,0.7692307692307693,0.6923076923076923,7.0,7.0,6.0,9.0,6.0,9.0,0.15384615384615385,True,27.0,False
TOV21G,TOV21G,CC,78.2452284,6.308252163629561,11.17455814071261,selected_patient_representatives,CD276,higher,0.5769230769230769,0.3076923076923077,0.4423076923076923,0.3076923076923077,0.375,0.5096153846153846,15.0,14.0,16.0,14.0,14.0,16.0,0.26923076923076916,False,27.0,False
TOV3392D,TOV3392D,CC,31.621502400000004,5.0277513225262425,11.19039526338361,selected_patient_representatives,CD276,higher,0.07692307692307693,0.34615384615384615,0.21153846153846154,0.07692307692307693,0.2788461538461538,0.14423076923076922,22.0,23.0,21.0,25.0,21.0,25.0,0.2692307692307692,False,27.0,False
VOA10816,VOA10816,CC,44.969499388,5.522605050048336,11.41406942952789,selected_patient_representatives,CD276,higher,0.19230769230769232,0.7692307692307693,0.4807692307692308,0.19230769230769232,0.6250000000000001,0.33653846153846156,13.0,18.0,9.0,18.0,9.0,18.0,0.576923076923077,False,27.0,False
VOA12539,VOA12539,CC,138.344041,7.122507497178267,11.58857069145782,selected_patient_representatives,CD276,higher,0.9230769230769231,0.8461538461538461,0.8846153846153846,0.8461538461538461,0.8653846153846154,0.9038461538461539,4.0,4.0,4.0,3.0,3.0,4.0,0.07692307692307698,True,27.0,False
VOA295,VOA295,CC,99.2092905,6.646872458157537,11.23189092207062,selected_patient_representatives,CD276,higher,0.7692307692307693,0.46153846153846156,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.6923076923076924,9.0,11.0,13.0,8.0,8.0,13.0,0.3076923076923077,False,27.0,False
VOA4841,VOA4841,CC,58.83763999999998,5.902981371258674,11.13736995331887,selected_patient_representatives,CD276,higher,0.38461538461538464,0.2692307692307692,0.3269230769230769,0.2692307692307692,0.2980769230769231,0.3557692307692308,18.0,15.0,20.0,17.0,15.0,20.0,0.11538461538461542,False,27.0,False
TOV112D,TOV112D,EC,46.013208000536906,5.554994222739966,11.09203098321091,selected_patient_representatives,CD276,higher,0.23076923076923078,0.15384615384615385,0.19230769230769232,0.15384615384615385,0.17307692307692307,0.21153846153846154,24.0,20.0,24.0,23.0,20.0,24.0,0.07692307692307693,False,27.0,False
VOA4395,VOA4395,EC,92.05336300000002,6.539986385910622,11.58870342835562,selected_patient_representatives,CD276,higher,0.7307692307692307,0.8846153846153846,0.8076923076923077,0.7307692307692307,0.8461538461538461,0.7692307692307692,5.0,5.0,5.0,6.0,5.0,6.0,0.15384615384615385,True,27.0,False
TOV2414,TOV2414,MC,73.4636509,6.218464447125683,11.05098276372637,selected_patient_representatives,CD276,higher,0.5,0.07692307692307693,0.28846153846153844,0.07692307692307693,0.1826923076923077,0.3942307692307692,20.0,23.0,23.0,16.0,16.0,23.0,0.4230769230769231,False,27.0,False
VOA8762,VOA8762,MC,153.79534299999997,7.274218258596395,11.94736193120271,selected_patient_representatives,CD276,higher,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,27.0,False
VOA8771,VOA8771,MC,139.237217610518,7.13172546734442,11.89756974947836,selected_patient_representatives,CD276,higher,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,2.0,2.0,2.0,2.0,2.0,2.0,0.0,True,27.0,False
VOA5217,VOA5217,MMMT,66.32442259999999,6.073058046562862,11.23499078003665,selected_patient_representatives,CD276,higher,0.4230769230769231,0.5,0.46153846153846156,0.4230769230769231,0.4807692307692308,0.4423076923076923,14.0,13.0,15.0,15.0,13.0,15.0,0.07692307692307693,False,27.0,False
VOA5436,VOA5436,MMMT,75.247574,6.252619530366987,11.24582337524184,selected_patient_representatives,CD276,higher,0.5384615384615384,0.5769230769230769,0.5576923076923077,0.5384615384615384,0.5673076923076923,0.5480769230769231,12.0,9.0,12.0,12.0,9.0,12.0,0.038461538461538436,True,27.0,False
BIN67,BIN67,SCCOHT,127.88388000000002,7.009928021368997,11.60126844966107,selected_patient_representatives,CD276,higher,0.8846153846153846,0.9230769230769231,0.9038461538461539,0.8846153846153846,0.9134615384615384,0.8942307692307692,3.0,3.0,3.0,4.0,3.0,4.0,0.03846153846153855,True,27.0,False
COV434,COV434,SCCOHT,49.57580599999999,5.660375501325638,11.13203068460953,selected_patient_representatives,CD276,higher,0.34615384615384615,0.23076923076923078,0.28846153846153844,0.23076923076923078,0.2596153846153846,0.3173076923076923,20.0,17.0,22.0,19.0,17.0,22.0,0.11538461538461536,False,27.0,False
OV1369-R2;TOV1369,1369,HGS,29.63799135,4.879449689166782,11.057256400168685,patient_means_of_matched_models,CD276,higher,0.038461538461538464,0.07692307692307693,0.057692307692307696,0.038461538461538464,0.06730769230769232,0.04807692307692308,27.0,24.0,26.0,26.0,24.0,27.0,0.038461538461538464,False,27.0,False
OV2295;OV2295-R2,2295,HGS,127.41307835000002,6.594132232207617,11.372793265116744,patient_means_of_matched_models,CD276,higher,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,7.0,5.0,7.0,8.0,5.0,8.0,0.0,True,27.0,False
OV3133-R;TOV3133G,3133,HGS,17.2193279,4.185898474990539,11.12272789632356,patient_means_of_matched_models,CD276,higher,0.0,0.19230769230769232,0.09615384615384616,0.0,0.14423076923076925,0.04807692307692308,26.0,26.0,23.0,26.0,23.0,26.0,0.19230769230769232,False,27.0,False
TOV3291G,3291,HGS,86.22609299999998,6.446687865332808,11.2509744168049,patient_means_of_matched_models,CD276,higher,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,11.0,9.0,12.0,11.0,9.0,12.0,0.0,True,27.0,False
BIN67,BIN67,SCCOHT,127.88388000000002,7.009928021368997,11.60126844966107,patient_means_of_matched_models,CD276,higher,0.8846153846153846,0.9230769230769231,0.9038461538461539,0.8846153846153846,0.9134615384615384,0.8942307692307692,3.0,3.0,3.0,4.0,3.0,4.0,0.03846153846153855,True,27.0,False
COV434,COV434,SCCOHT,49.57580599999999,5.660375501325638,11.13203068460953,patient_means_of_matched_models,CD276,higher,0.3076923076923077,0.23076923076923078,0.2692307692307693,0.23076923076923078,0.25,0.2884615384615385,21.0,17.0,22.0,20.0,17.0,22.0,0.07692307692307693,False,27.0,False
OV1946,OV1946,HGS,47.913833,5.612170616881,10.95157513709362,patient_means_of_matched_models,CD276,higher,0.2692307692307692,0.0,0.1346153846153846,0.0,0.0673076923076923,0.20192307692307693,25.0,26.0,27.0,23.0,23.0,27.0,0.2692307692307692,False,27.0,False
OV2085,OV2085,HGS,46.448126599999995,5.568279221159136,11.20571741546495,patient_means_of_matched_models,CD276,higher,0.23076923076923078,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.3461538461538462,0.2692307692307692,19.0,17.0,18.0,21.0,17.0,21.0,0.15384615384615385,False,27.0,False
OV3331,OV3331,HGS,120.600292,6.926002882918445,11.24514857156382,patient_means_of_matched_models,CD276,higher,0.8461538461538461,0.5,0.6730769230769231,0.5,0.5865384615384616,0.7596153846153846,9.0,10.0,11.0,6.0,6.0,11.0,0.34615384615384615,True,27.0,False
OV4453,OV4453,HGS,88.43987379999999,6.482846247421746,11.11442188271028,patient_means_of_matched_models,CD276,higher,0.6538461538461539,0.15384615384615385,0.40384615384615385,0.15384615384615385,0.27884615384615385,0.5288461538461539,17.0,19.0,20.0,12.0,12.0,20.0,0.5,False,27.0,False
OV4485,OV4485,HGS,37.18832920000001,5.255059896031237,11.29143679201831,patient_means_of_matched_models,CD276,higher,0.11538461538461539,0.6153846153846154,0.3653846153846154,0.11538461538461539,0.4903846153846154,0.2403846153846154,18.0,21.0,15.0,22.0,15.0,22.0,0.5,False,27.0,False
